0.0,10.651495,0.0
0.1,10.586336146666666,-0.6117343465244393
0.2,10.52908104,-1.149265525637481
0.30000000000000004,10.47634236,-1.6443948948011524
0.4,10.424732786666667,-2.1289238114774816
0.5,10.370865,-2.6346536331284955
0.6,10.31135168,-3.1933857172162217
0.7,10.242805506666667,-3.836921421202688
0.7999999999999999,10.161839160000001,-4.597062102549923
0.8999999999999999,10.065065320000002,-5.505609118719953
1.0,9.949096666666666,-6.594363827174806
1.1,9.811649906666666,-7.884762592794091
1.2,9.654969319999998,-9.355735321661415
1.3,9.482458946666666,-10.975323683044799
1.4,9.297522826666668,-12.711569346212267
1.5,9.103565000000001,-14.532513980431844
1.6,8.903989506666669,-16.40619925497155
1.7,8.70220038666667,-18.300666839099407
1.7999999999999998,8.501601680000002,-20.183958402083448
1.9,8.30559742666667,-22.024115613191682
2.0,8.117591666666668,-23.78918014169214
2.1,7.932739020000001,-25.524642127701306
2.2,7.744817493333334,-27.28891584389482
2.3,7.555166206666667,-29.069429158379467
2.4,7.36512428,-30.85360993926203
2.5,7.176030833333334,-32.62888605464928
2.6,6.989224986666667,-34.38268537264799
2.7,6.806045859999999,-36.102435761364944
2.8,6.627832573333332,-37.775565088906916
2.9,6.455924246666666,-39.389501223380684
3.0,6.291659999999999,-40.93167203289303
3.1,6.134246377499999,-42.40952676126684
3.2,5.981853853333332,-43.84024164370041
3.3,5.834267442499999,-45.22583503536358
3.4,5.691272159999999,-46.568325291426234
3.5,5.552653020833332,-47.869730767058215
3.6,5.418195039999999,-49.13206981742939
3.7,5.287683232499999,-50.357360797709624
3.8,5.160902613333332,-51.54762206306877
3.9,5.037638197499998,-52.7048719686767
4.0,4.917674999999999,-53.83112886970327
4.098649999999999,4.802436912499999,-54.9130247678847
4.1952,4.692937933333332,-55.941039888453844
4.2905500000000005,4.588348237499999,-56.922964921825525
4.3856,4.487837999999999,-57.866590558414565
4.48125,4.390577395833333,-58.779707488635786
4.578399999999999,4.2957366,-59.67010640290399
4.67795,4.202485787500001,-60.545577991634026
4.780799999999999,4.109995133333332,-61.41391294524069
4.88785,4.0174348125,-62.282901954138815
5.0,3.923975,-63.16033570874322
5.11605,3.8302536366666664,-64.04022499502025
5.2344,3.7374856933333334,-64.91116323733584
5.3553500000000005,3.64570689,-65.7728150837042
5.4792,3.5549529466666665,-66.62484518213952
5.606249999999999,3.4652595833333324,-67.466918180656
5.7368,3.3766625199999996,-68.29869872726785
5.871149999999999,3.289197476666666,-69.11985146998924
6.009600000000001,3.202900173333333,-69.93004105683441
6.15245,3.1178063299999996,-70.72893213581753
6.3,3.033951666666666,-71.51618935495283
6.452450000000001,2.950918674166666,-72.29573243787218
6.6095999999999995,2.8684383599999994,-73.07008678124527
6.77115,2.7867692191666658,-73.83682554264291
6.936800000000001,2.7061697466666663,-74.59352187963599
7.106249999999999,2.6268984374999995,-75.33774894979531
7.279199999999999,2.549213786666666,-76.06707991069173
7.455349999999999,2.4733742891666664,-76.77908791989607
7.634399999999999,2.39963844,-77.47134613497919
7.816049999999999,2.3282647341666665,-78.1414277135119
8.0,2.259511666666667,-78.78690581306506
8.16985,2.1948072775000003,-79.39437348935527
8.316799999999999,2.1346768533333336,-79.95889916548491
8.45195,2.078024759166667,-80.49076905010362
8.5864,2.0237553600000004,-81.00026935186095
8.73125,1.9707730208333336,-81.49768627940648
8.897599999999999,1.917982106666667,-81.99330604138981
9.096549999999999,1.8642869825000004,-82.49741484646053
9.339200000000002,1.8085920133333337,-83.02029890326821
9.63665,1.749801564166667,-83.57224442046243
10.0,1.68682,-84.16353760669277
10.437999999999999,1.619824765,-84.79251255340212
10.944,1.5500506533333331,-85.44757657649623
11.505999999999998,1.4779880549999997,-86.12412572131892
12.112,1.40412736,-86.81755603321412
12.75,1.328958958333333,-87.52326355752564
13.408,1.25297324,-88.23664433959739
14.074,1.1766605949999998,-88.95309442477323
14.735999999999999,1.1005114133333331,-89.66800985839701
15.382,1.0250160849999996,-90.37678668581263
16.0,0.950665,-91.07482095236395
